"Story","Title","Result","Date","Stability","Duration (s)"
"Datepicker - Selección de fecha simple","Selección de una fecha y validación de formato","ERROR","2025-11-17T18:42:12.9946171-05:00[America/Bogota]","0.0","31.85"
