"Story","Title","Result","Date","Stability","Duration (s)"
"Datepicker - Selección de fecha y validaciones","Selección de una fecha específica en un mes diferente al actual","SUCCESS","2025-11-17T18:08:28.0600453-05:00[America/Bogota]","0.0","31.76"
