"Story","Title","Result","Date","Stability","Duration (s)"
"Datepicker - Selección de fecha simple","Selección de una fecha y validación de formato","PENDING","2025-11-17T18:39:17.6803352-05:00[America/Bogota]","0.0","34.22"
