"Story","Title","Result","Date","Stability","Duration (s)"
"Datepicker - Selección de fecha y validaciones","Fechas fuera de rango no seleccionables y persistencia al enviar","PENDING","2025-11-17T18:26:27.4278137-05:00[America/Bogota]","0.0","31.39"
