"Story","Title","Result","Date","Stability","Duration (s)"
"Datepicker - Selección de fecha y validaciones","Selección de una fecha específica en un mes diferente al actual","FAILURE","2025-11-17T17:19:56.6667308-05:00[America/Bogota]","0.0","32.77"
